orf_id	name	start	end	strand	length
NP_014917.3	MOD5		837674	838960	D	1287
NP_014918.1	RIM20		839084	841069	R	1986
NP_014919.3	CAF20		841333	841818	D	486
NP_014921.1	HEM4		842817	843644	D	828
NP_014922.3	RFM1		843698	844630	R	933
NP_014923.1	FSH3		844992	845792	R	801
NP_014924.3	PLP2		846269	847129	R	861
NP_014926.1	YOR283W		847453	848145	D	693
NP_014927.3	HUA2		848478	849209	D	732
NP_014928.1	RDL1		849635	850054	D	420
NP_014929.3	RDL2		850280	850729	D	450
NP_014930.1	RRP36		850937	851839	R	903
NP_014931.3	MPD1		852121	853077	R	957
NP_014932.1	YOR289W		853357	854112	D	756
NP_014933.3	SNF2		855147	860258	R	5112
NP_014934.1	YPK9		861175	865593	D	4419
NP_014935.3	YOR292C		865653	866582	R	930
NP_014936.1	RPS10A		867098	867852	D	755
NP_878174.3	YOR293C-A		867998	868147	R	150
NP_014937.1	RRS1		868340	868951	D	612
NP_014938.3	UAF30		869208	869894	D	687
NP_014939.1	YOR296W		870202	874071	D	3870
NP_014940.4	TIM18		874743	875321	R	579
NP_014941.1	MUM3		875599	877038	D	1440
NP_014942.4	MBF1		877230	877685	R	456
NP_014943.1	BUD7		878435	880675	D	2241
NP_014945.3	RAX1		880965	882272	D	1308
NP_014946.1	YOR302W		882765	882842	D	78
NP_014947.3	CPA1		882899	884134	D	1236
NP_014948.1	ISW2		884514	887876	D	3363
NP_014949.3	BIL1		888520	888750	R	231
NP_014950.1	RRG7		889022	889750	D	729
NP_014951.4	MCH5		889867	891432	R	1566
NP_014952.1	SLY41		892731	894092	R	1362
NP_014953.3	SNU66		894624	896387	R	1764
NP_014955.1	NOP58		896825	898360	R	1536
NP_014956.3	DGK1		899056	899928	R	873
NP_014957.2	RPL20B		900250	901194	R	945
NP_014958.3	SPS4		901858	902874	R	1017
NP_014960.1	SFG1		904760	905800	D	1041
NP_014961.3	COT1		906236	907555	R	1320
NP_878175.1	YOR316C-A		907726	907935	R	210
NP_014962.3	FAA1		909343	911445	D	2103
NP_014964.1	HSH49		912822	913463	D	642
NP_014965.3	GNT1		913619	915094	R	1476
NP_014966.1	PMT3		916030	918291	D	2262
NP_014967.3	LDB19		918606	921062	R	2457
NP_014968.1	PRO2		921535	922905	R	1371
NP_014969.3	FRT1		923232	925040	R	1809
NP_014971.1	MYO2		925721	930445	D	4725
NP_014972.3	SNC2		930734	931081	R	348
NP_014973.1	PDR10		931803	936497	D	4695
NP_014974.3	SCD5		936731	939349	R	2619
NP_014975.2	MIP1		939621	943385	R	3765
NP_014977.3	VMA4		943656	944357	D	702
NP_014979.1	MRS2		944596	946008	D	1413
NP_014980.3	ALA1		946233	949109	R	2877
NP_014981.1	KRE5		949773	953870	D	4098
NP_014982.3	TEA1		954344	956623	D	2280
NP_014983.1	YOR338W		956898	957989	D	1092
NP_014984.3	UBC11		958362	958832	R	471
NP_014985.1	RPA43		959202	960182	R	981
NP_014986.3	RPA190		960987	965981	D	4995
NP_014987.1	YOR342C		966666	967625	R	960
NP_620389.3	YOR343W-B		970578	975891	D	5314
NP_620390.1	YOR343W-A		970578	971894	D	1317
NP_014989.3	TYE7		977194	978069	R	876
NP_014991.1	REV1		981828	984785	D	2958
NP_014992.3	PYK2		984942	986462	R	1521
NP_014993.1	PUT4		986899	988782	R	1884
NP_014994.3	CIN1		989789	992833	D	3045
NP_014995.1	MNE1		992864	994855	R	1992
NP_014996.3	MEK1		995018	996511	R	1494
NP_014997.1	TFB6		997213	998244	D	1032
NP_014998.3	SOG2		998453	1000828	R	2376
NP_014999.1	MSC6		1001147	1003225	R	2079
NP_015000.3	GDS1		1005137	1006705	D	1569
NP_015001.1	CIR2		1007221	1009116	D	1896
NP_015002.3	SNX3		1009224	1009712	R	489
NP_015003.1	HAP5		1010161	1010889	D	729
NP_015004.3	VTS1		1011189	1012760	D	1572
NP_015005.1	PDE2		1013241	1014821	R	1581
NP_015006.3	PRT1		1015361	1017652	R	2292
NP_015007.1	PRE10		1017880	1018746	R	867
NP_015008.3	PIP2		1020222	1023212	R	2991
NP_015010.1	YOR365C		1023461	1025572	R	2112
NP_015012.3	SCP1		1026007	1026609	D	603
NP_015013.1	RAD17		1026843	1028048	D	1206
NP_015014.3	RPS12		1028194	1028625	R	432
NP_015015.1	MRS6		1029183	1030994	R	1812
NP_015016.3	GPB1		1031489	1034182	R	2694
NP_015017.1	NDD1		1034807	1036471	R	1665
NP_015018.3	NUD1		1036834	1039389	D	2556
NP_015019.1	ALD4		1039840	1041399	D	1560
NP_015020.3	GDH1		1041678	1043042	R	1365
NP_878176.1	YOR376W-A		1045196	1045351	D	156
NP_015022.3	ATF1		1046226	1047803	D	1578
NP_015023.1	YOR378W		1049511	1051058	D	1548
NP_015025.3	RDR1		1051290	1052930	D	1641
NP_015026.1	FRE3		1055545	1057680	D	2136
NP_878177.3	YOR381W-A		1058423	1058590	D	168
NP_015027.1	FIT2		1059531	1059992	D	462
NP_015028.3	FIT3		1060441	1061055	R	615
NP_015029.1	FRE5		1061564	1063648	D	2085
NP_015030.3	YOR385W		1065043	1065915	D	873
NP_015031.1	PHR1		1066839	1068536	D	1698
NP_015032.3	YOR387C		1069621	1070241	R	621
NP_015033.1	FDH1		1071793	1072923	R	1131
NP_015034.3	YOR389W		1074213	1076087	D	1875
NP_015035.1	YOR390W		1076784	1077911	D	1128
NP_015036.3	HSP33		1078545	1079258	R	714
NP_015038.1	ERR1		1080276	1081589	D	1314
NP_015039.3	PAU21		1082718	1083212	D	495
NP_878178.1	YOR394C-A		1084202	1084369	R	168
NP_061495.4	YRF1-8		1085473	1090863	D	5391
NP_015040.1	YRF1-7		280	6007	R	5728
NP_015041.1	PAU22		7933	8427	R	495
NP_015042.1	ERR2		9557	10870	R	1314
NP_015043.1	HSP32		11887	12600	D	714
NP_015044.1	YPL279C		13228	14355	R	1128
NP_015045.1	YPL278C		15053	15355	R	303
NP_015046.1	YPL277C		15405	16868	R	1464
NP_015049.1	SAM3		22938	24701	D	1764
NP_015050.1	SAM4		25087	26064	D	978
NP_015051.1	YPL272C		26611	28164	R	1554
NP_015052.1	ATP15		30079	30267	D	189
NP_015053.2	MDL2		30482	32803	D	2322
NP_015054.1	KAR9		33013	34947	D	1935
NP_015055.1	PLC1		35236	37845	D	2610
NP_015056.1	ACM1		38169	38798	D	630
NP_015057.1	DIM1		39121	40077	D	957
NP_015058.1	DIP5		41043	42869	D	1827
NP_015059.1	YPL264C		43283	44344	R	1062
NP_015060.1	KEL3		44551	46506	R	1956
NP_015061.1	FUM1		47336	48802	D	1467
NP_015063.1	YPL260W		49303	50958	D	1656
NP_015064.1	APM1		51244	52671	R	1428
NP_015065.1	THI21		53498	55153	R	1656
NP_058189.1	YPL257W-B		56748	62016	D	5269
NP_058190.1	YPL257W-A		56748	58070	D	1323
NP_015066.1	YPL257W		63279	63860	D	582
NP_015067.1	CLN2		64977	66614	R	1638
NP_015068.1	BBP1		67725	68882	D	1158
NP_015069.1	HFI1		69485	70951	D	1467
NP_015070.1	VIK1		71063	73006	R	1944
NP_015071.1	YAH1		73363	73881	R	519
NP_015073.1	ICY2		74309	74719	R	411
NP_015074.1	RPL36B		75699	76239	R	541
NP_015075.1	GYP5		76669	79353	R	2685
NP_015076.1	GAL4		79711	82356	R	2646
NP_015077.1	YPL247C		82625	84196	R	1572
NP_015078.1	RBD2		84509	85297	R	789
NP_015079.1	YPL245W		85586	86950	D	1365
NP_015080.1	HUT1		87014	88033	R	1020
NP_015081.1	SRP68		88517	90316	D	1800
NP_015082.1	IQG1		90622	95109	R	4488
NP_015083.1	CIN2		95372	96258	R	887
NP_015084.1	HSP82		96496	98625	R	2130
NP_015085.1	YAR1		99484	100086	D	603
NP_015087.1	SUI3		100496	101353	D	858
NP_015088.1	ENV7		101608	102702	R	1095
NP_015089.1	RVB2		103232	104647	D	1416
NP_015090.1	VMA11		104946	105440	R	495
NP_015091.1	NSL1		106172	106822	D	651
NP_015092.1	SSO1		107275	108147	D	873
NP_015093.1	FAS2		108652	114315	D	5664
NP_015094.1	USV1		115312	116487	D	1176
NP_015095.1	YPL229W		117067	117687	D	621
NP_015096.1	CET1		118382	120031	D	1650
NP_015097.1	ALG5		120163	121167	R	1005
NP_015098.1	NEW1		121767	125357	D	3591
NP_015099.1	YPL225W		126006	126446	D	441
NP_015100.2	MMT2		126634	128088	R	1455
NP_015101.1	GRE1		128632	129138	R	507
NP_015102.1	FMP40		130162	132228	D	2067
NP_015103.1	FLC1		133043	135424	D	2382
NP_015104.1	RPL1A		135790	136443	D	654
NP_015105.1	PCL8		136750	138228	D	1479
NP_015106.1	SAR1		138698	139409	D	712
NP_015107.1	BMS1		139620	143171	R	3552
NP_015108.1	YPL216W		143821	147129	D	3309
NP_015109.1	CBP3		147416	148423	D	1008
NP_015110.1	THI6		148569	150191	R	1623
NP_015111.1	LEA1		150614	151330	D	717
NP_015112.1	PUS1		151515	153149	R	1635
NP_015113.1	NIP7		153495	154040	D	546
NP_015114.2	SRP72		154290	156212	R	1923
NP_015115.1	IPL1		156490	157593	R	1104
NP_015116.1	RKM1		157842	159593	D	1752
NP_015117.1	TYW1		159909	162341	D	2433
NP_015118.1	PGC1		162632	163597	R	966
NP_015120.1	HRR25		164276	165760	D	1485
NP_015121.1	TPK2		166256	167398	D	1143
NP_015122.1	AFT2		168088	169338	R	1251
NP_015123.1	YIG1		169770	171155	R	1386
NP_015124.1	CSM4		171484	171954	D	471
NP_015125.1	YPL199C		172033	172755	R	723
NP_015126.1	RPL7B		173152	174702	D	1551
NP_015128.1	OXR1		175043	175864	D	822
NP_015129.1	APL5		176223	179021	D	2799
NP_015130.1	DDC1		179277	181115	D	1839
NP_015131.1	RSA1		181403	182548	D	1146
NP_015132.1	PRM3		182655	183056	R	402
NP_015133.1	YPL191C		183597	184679	R	1083
NP_015134.1	NAB3		185317	187725	R	2409
NP_878179.1	COA2		188307	188513	R	207
NP_015135.1	GUP2		189154	190983	D	1830
NP_015136.1	POS5		191406	192650	D	1245
NP_015137.1	MF(ALPHA)1		193648	194145	D	498
NP_015138.1	UIP4		194512	195426	R	915
NP_015140.1	MRN1		195950	197788	R	1839
NP_015141.1	RTC6		199095	199376	D	282
NP_015142.1	RTT10		199495	202536	R	3042
NP_015144.1	CTI6		203421	204941	D	1521
NP_015145.1	TCO89		205248	207647	D	2400
NP_015146.1	PPQ1		208157	209806	D	1650
NP_015147.1	CBC2		212158	212784	D	627
NP_015148.1	CUP9		213042	213962	R	921
NP_015149.1	TRE1		216012	218363	R	2352
NP_015150.2	SPT14		218630	220088	D	1459
NP_015151.1	NIP100		220167	222773	R	2607
NP_015152.1	MRPL40		223143	224036	D	894
NP_015153.1	COX10		224353	225741	R	1389
NP_015154.1	OYE3		226169	227371	R	1203
NP_015155.1	DAP1		228314	228772	D	459
NP_015156.1	MEX67		229039	230838	R	1800
NP_015157.1	YPL168W		231217	232509	D	1293
NP_015158.1	REV3		232593	237107	R	4515
NP_015159.1	ATG29		237338	237979	D	642
NP_015160.1	SET6		237956	239077	R	1122
NP_015161.1	MLH3		239350	241497	R	2148
NP_015162.1	SVS1		241918	242700	R	783
NP_015163.1	YPL162C		243206	244027	R	822
NP_015164.1	BEM4		244319	246220	R	1902
NP_015165.1	CDC60		246990	250262	D	3273
NP_015166.1	PET20		250907	251668	R	762
NP_015167.1	AIM44		252034	254310	R	2277
NP_015168.1	TGS1		254814	255761	D	948
NP_015169.1	PRM4		255913	256767	R	855
NP_015170.1	KIP2		257216	259336	R	2121
NP_015171.1	PEP4		259714	260931	R	1218
NP_015172.1	RAD53		261727	264192	R	2466
NP_878180.1	YPL152W-A		264602	264700	D	99
NP_015173.1	RRD2		265028	266104	D	1077
NP_015174.1	PRP46		266180	267535	R	1356
NP_015175.1	YPL150W		268188	270893	D	2706
NP_015176.1	ATG5		271310	272194	D	885
NP_015177.2	PPT2		272294	272815	R	522
NP_015178.1	PXA1		273255	275867	D	2613
NP_015179.1	NOP53		276162	277529	R	1368
NP_015180.1	KES1		278395	279699	R	1305
NP_015181.1	POC4		280480	280926	D	447
NP_015182.1	RPL33A		282122	282970	D	849
NP_015184.1	FRK1		283464	286061	R	2598
NP_015185.1	MKK2		287514	289034	R	1521
NP_015186.1	UME1		289669	291051	R	1383
NP_015187.1	SPP1		291366	292427	R	1062
NP_015188.1	GIP3		292817	296647	R	3831
NP_015190.1	ISU1		297553	298050	D	498
NP_015191.1	ODC1		298571	299503	R	933
NP_015192.1	RDS2		299888	301228	R	1341
NP_015193.1	COX11		301716	302618	D	903
NP_015194.1	RPL5		303121	304014	D	894
NP_015195.1	SPO19		304387	305058	D	672
NP_015196.1	TAF14		305298	306137	D	840
NP_015197.1	TBF1		306533	308221	R	1689
NP_015198.1	HHO1		308828	309604	R	777
NP_015199.1	NAN1		310210	312900	D	2691
NP_015200.1	KAP120		313388	316486	D	3099
NP_015201.1	SPC29		316755	317516	D	762
NP_015202.1	RNY1		317641	318945	R	1305
NP_015203.1	TFB2		319226	320767	R	1542
NP_015204.1	MEI5		320962	321630	R	669
NP_015205.1	VPS30		322071	323744	D	1674
NP_878181.1	YPL119C-A		324024	324287	R	264
NP_015206.1	DBP1		324411	326264	R	1854
NP_015207.1	MRP51		326628	327662	D	1035
NP_015208.1	IDI1		327864	328730	R	867
NP_015209.1	HOS3		329606	331699	D	2094
NP_015210.1	BEM3		332100	335486	R	3387
NP_015212.1	YPL113C		335953	337143	R	1191
NP_015213.1	PEX25		337436	338620	R	1185
NP_015214.1	CAR1		339944	340945	D	1002
NP_015215.1	GDE1		341068	344739	R	3672
NP_015216.3	YPL109C		345264	347389	R	2126
NP_015217.1	YPL108W		348446	348952	D	507
NP_015218.1	YPL107W		349119	349865	D	747
NP_015219.1	SSE1		350194	352275	R	2082
NP_015220.1	SYH1		352863	355412	R	2550
NP_015221.1	MSD1		355700	357676	D	1977
NP_015222.1	FMP30		358000	359406	R	1407
NP_015224.1	ELP4		360209	361579	D	1371
NP_015225.1	ATG21		361872	363362	D	1491
NP_015226.1	AIM43		363520	364068	R	549
NP_015227.1	MGR2		364386	364727	R	342
NP_015228.1	MSY1		364952	366430	D	1479
NP_690846.1	ERI1		366529	366735	R	207
NP_015229.1	PNG1		366927	368018	D	1092
NP_015230.1	EEB1		368071	369441	R	1371
NP_015231.2	SEC62		369839	370663	R	825
NP_015232.1	NOG1		370978	372921	D	1944
NP_015233.1	SSU1		373793	375169	D	1377
NP_015234.1	GLR1		375502	376953	D	1452
NP_015235.1	RPS6A		377291	378395	R	1105
NP_015236.1	RLM1		379120	381150	R	2031
NP_015237.1	YPL088W		381965	382993	D	1029
NP_015238.1	YDC1		383455	384408	D	954
NP_015239.1	ELP3		384773	386446	R	1674
NP_015240.1	SEC16		387067	393654	D	6588
NP_015241.1	BRO1		394038	396572	D	2535
NP_015242.1	SEN54		396702	398105	R	1404
NP_015243.1	MOT1		398480	404083	R	5604
NP_015244.1	RPS9A		404950	406044	D	1095
NP_015246.1	RPL21B		406636	407539	D	904
NP_015247.1	ATP4		408010	408744	R	735
NP_015248.1	YPL077C		409368	410090	R	723
NP_015249.1	GPI2		410443	411285	D	843
NP_015250.1	GCR1		412254	415362	D	3109
NP_015251.1	YTA6		415763	418027	D	2265
NP_015253.1	UBP16		418512	420011	D	1500
NP_015254.1	YPL071C		420048	420518	R	471
NP_015255.1	MUK1		420948	422786	D	1839
NP_015256.1	BTS1		422885	423892	R	1008
NP_015257.1	YPL068C		424215	425096	R	882
NP_015258.1	YPL067C		425251	425847	R	597
NP_015259.1	RGL1		426233	427672	D	1440
NP_015260.1	VPS28		427927	428655	D	729
NP_015261.1	CWC27		428711	429616	R	906
NP_015262.1	TIM50		429939	431369	D	1431
NP_015264.1	ALD6		432588	434090	D	1503
NP_015265.1	MFM1		434523	435764	D	1242
NP_015266.1	GRX5		444579	445031	D	453
NP_015267.1	PDR12		445842	450377	R	4536
NP_015268.1	SUR1		451909	453057	R	1149
NP_015269.1	LCL1		453430	453735	R	306
NP_015270.1	LGE1		453992	454990	R	999
NP_015271.1	LEE1		455759	456664	D	906
NP_015272.1	KTR6		457118	458458	R	1341
NP_015273.2	OAZ1		458799	459678	D	880
NP_015274.1	ARL3		459963	460559	D	597
NP_015275.1	MNN9		460779	461966	R	1188
NP_015276.1	DIG1		462481	463839	R	1359
NP_015277.1	CAM1		464401	465648	D	1248
NP_015278.1	SGF11		465962	466261	D	300
NP_015279.1	ELC1		466644	466943	R	300
NP_015280.1	VPS16		467260	469656	D	2397
NP_015282.1	NOP4		469939	471996	D	2058
NP_015283.1	SSN3		473040	474707	R	1668
NP_015284.1	YPL041C		475118	475741	R	624
NP_015285.1	ISM1		475993	479001	R	3009
NP_015286.1	YPL039W		479225	480175	D	951
NP_878182.1	YPL038W-A		480182	480373	D	192
NP_015287.1	MET31		480535	481068	D	534
NP_015288.1	EGD1		481428	481901	R	474
NP_015289.1	PMA2		482843	485686	D	2844
NP_015291.1	YPL034W		486712	487209	D	498
NP_015292.1	SRL4		487362	488207	R	846
NP_015293.1	SVL3		488887	491364	R	2478
NP_015294.1	PHO85		492018	493037	R	1020
NP_015295.1	TRM44		493543	495246	D	1704
NP_015296.1	SUV3		495506	497719	D	2214
NP_015297.1	ERG10		498096	499292	D	1197
NP_015298.1	SMA1		499665	500402	D	738
NP_015299.1	SKS1		500675	502183	R	1509
NP_015301.1	RMI1		503517	504242	D	726
NP_015302.1	MET12		504339	506312	R	1974
NP_015303.1	RAD1		506697	509999	D	3303
NP_015304.1	ECM23		511101	511664	D	564
NP_015305.1	ULP1		512313	514178	R	1866
NP_015306.1	VTC3		514511	517018	R	2508
NP_015307.1	CTF19		517651	518760	D	1110
NP_015308.1	IRC15		518734	520233	R	1500
NP_015309.1	SWI1		521014	524958	D	3945
NP_015310.1	HST2		525810	526883	R	1074
NP_015311.1	YPL014W		527547	528692	D	1146
NP_015312.1	MRPS16		528985	529350	R	366
NP_015313.1	RRP12		529723	533409	D	3687
NP_015314.1	TAF3		533642	534703	R	1062
NP_015315.1	RET3		535018	535587	D	570
NP_015316.1	TAE2		535820	538936	R	3117
NP_015317.1	CHL1		539385	541970	D	2586
NP_015318.1	TFC8		542082	543848	R	1767
NP_015319.1	NCR1		544631	548143	D	3513
NP_015320.1	AEP3		548486	550306	D	1821
NP_015321.1	LSP1		550632	551657	R	1026
NP_015322.1	ULA1		552020	553408	D	1389
NP_015323.1	SNF8		553627	554328	R	702
NP_015324.1	HAT1		554605	555729	D	1125
NP_015325.1	CIT3		556377	557837	D	1461
NP_015326.1	PDH1		558385	559935	D	1551
NP_015328.1	YPR003C		561504	563768	R	2265
NP_015329.1	AIM45		564007	565041	R	1035
NP_015330.1	HAL1		565787	566671	R	885
NP_015331.1	ICL2		567269	568996	R	1728
NP_015332.1	REC8		569336	571378	R	2043
NP_015333.1	HAA1		573018	575102	D	2085
NP_015334.1	SUT2		576552	577358	D	807
NP_015335.1	RPA135		577585	581196	R	3612
NP_001091638.1	YPR010C-A		582373	582734	R	362
NP_015336.1	YPR011C		583062	584042	R	981
NP_015338.1	CMR3		584632	585585	R	954
NP_015340.1	YPR015C		590283	591026	R	744
NP_015341.1	TIF6		592332	593069	R	738
NP_015342.1	DSS4		593486	593917	R	432
NP_015343.1	RLF2		594476	596296	D	1821
NP_015344.1	MCM4		596750	599551	D	2802
NP_015345.1	ATP20		599870	600217	D	348
NP_015346.1	AGC1		600649	603357	R	2709
NP_015347.1	YPR022C		603911	607312	R	3402
NP_015348.1	EAF3		608826	610031	R	1206
NP_015349.1	YME1		610481	612724	D	2244
NP_015350.1	CCL1		613377	614558	R	1182
NP_015351.1	ATH1		615379	619014	D	3636
NP_015352.1	YPR027C		620425	621258	R	834
NP_015353.1	YOP1		623527	624202	D	676
NP_015354.1	APL4		624469	626967	R	2499
NP_015355.1	CSR2		627880	631245	D	3366
NP_015356.1	NTO1		631515	633761	D	2247
NP_015357.1	SRO7		634123	637224	D	3102
NP_015358.1	HTS1		637379	639019	R	1641
NP_015359.1	ARP7		639525	640958	D	1434
NP_015360.2	GLN1		642208	643320	D	1113
NP_015361.1	VMA13		643836	645272	D	1437
NP_690847.1	YPR036W-A		645950	646153	D	204
NP_015362.1	ERV2		646448	647038	R	591
NP_015365.1	TIP41		647305	648375	D	1071
NP_015366.1	TIF5		648704	649921	D	1218
NP_015367.1	PUF2		650435	653662	R	3228
NP_015368.1	RPL43A		654166	654847	D	682
NP_015370.1	THP3		655140	656552	R	1413
NP_015371.1	MCM16		656799	657344	D	546
NP_015372.2	MSF1		657529	658938	D	1410
NP_015373.1	TAH18		659182	661053	D	1872
NP_015374.1	ATG11		661137	664673	R	3537
NP_015376.1	MAK3		664960	665490	D	531
NP_015377.1	NHP6A		665693	665974	R	282
NP_015379.1	SMK1		666280	667446	D	1167
NP_015380.1	SEC8		667676	670873	D	3198
NP_015381.1	TFB4		671126	672142	D	1017
NP_015382.1	BRR1		672471	673496	D	1026
NP_015383.1	YMC1		673751	674674	D	924
NP_015385.1	ARO7		674861	675631	R	771
NP_015386.1	JID1		675977	676882	R	906
NP_015387.1	FCY1		677165	677641	D	477
NP_015388.1	YPR063C		677812	678320	R	509
NP_015390.1	ROX1		679693	680799	D	1107
NP_015391.1	UBA3		681213	682112	D	900
NP_015392.1	ISA2		682220	682777	D	558
NP_015393.1	HOS1		682941	684353	R	1413
NP_015394.1	SPE3		684556	685437	R	882
NP_015395.1	MED1		685898	687598	D	1701
NP_015396.1	YPR071W		688172	688807	D	636
NP_015397.1	NOT5		690107	691789	D	1683
NP_015398.1	LTP1		691933	692418	R	486
NP_015399.1	TKL1		692796	694838	R	2043
NP_015400.1	OPY2		695737	696819	R	1083
NP_015403.1	YPR078C		697147	698265	R	1119
NP_015404.1	MRL1		698869	700014	D	1146
NP_015405.1	TEF1		700594	701970	D	1377
NP_015406.1	GRS2		702114	703970	R	1857
NP_015407.1	DIB1		704225	704656	R	432
NP_015408.1	MDM36		704854	706593	D	1740
NP_015409.1	YPR084W		706972	708342	D	1371
NP_015410.2	ASA1		708497	709828	R	1332
NP_015411.1	SUA7		710101	711138	D	1038
NP_015413.1	SRP54		711403	713028	R	1626
NP_015414.2	YPR089W		713275	715941	D	2667
NP_015416.1	NVJ2		716156	718468	R	2313
NP_015418.2	ASR1		719558	720424	R	867
NP_015419.1	RDS3		720637	720960	D	324
NP_015420.1	SYT1		721037	724717	R	3681
NP_015421.1	YPR096C		724842	725144	R	303
NP_015422.2	YPR097W		725394	728615	D	3222
NP_015423.2	YPR098C		728947	729528	R	582
NP_015425.1	MRPL51		729791	730213	D	423
NP_015426.1	SNT309		730492	731019	D	528
NP_015427.1	RPL11A		731224	731748	R	525
NP_015428.1	PRE2		732349	733212	D	864
NP_015429.1	FHL1		733623	736433	R	2811
NP_015430.1	COG4		736984	739569	R	2586
NP_015431.1	ISR1		740061	741392	D	1332
NP_015432.1	YTH1		741438	742064	R	627
NP_015433.1	RPN7		742454	743743	D	1290
NP_878183.1	YPR108W-A		744175	744387	D	213
NP_015434.1	YPR109W		744689	745573	D	885
NP_015435.1	RPC40		745828	746835	R	1008
NP_015436.1	DBF20		747306	749000	D	1695
NP_015437.1	MRD1		749256	751919	R	2664
NP_015438.1	PIS1		752257	752919	D	663
NP_015439.1	YPR114W		753301	754248	D	948
NP_015440.1	RGC1		754877	758128	D	3252
NP_015441.1	RRG8		758648	759481	D	834
NP_015442.1	YPR117W		760025	767494	D	7470
NP_015443.1	MRI1		767752	768987	D	1236
NP_015444.1	CLB2		771653	773128	D	1476
NP_015445.1	CLB5		773875	775182	R	1308
NP_015446.2	THI22		778583	780301	D	1719
NP_015447.1	AXL1		782045	785671	D	3627
NP_015449.1	CTR1		786208	787428	D	1221
NP_015450.1	YLH47		787961	789325	D	1365
NP_015452.1	YPR127W		790083	791120	D	1038
NP_015453.1	ANT1		791218	792204	R	987
NP_015454.1	SCD6		792687	793736	D	1050
NP_015456.2	NAT3		793911	794498	R	588
NP_015457.1	RPS23B		794965	795767	D	803
NP_015458.1	SPN1		795978	797210	R	1233
NP_015459.1	TOM5		797557	797709	D	153
NP_015460.1	MSS18		798051	798857	D	807
NP_015461.1	CTF4		799234	802017	D	2784
NP_015463.1	RRP9		802359	804080	D	1722
NP_058191.1	YPR137C-B		805001	810269	R	5269
NP_058192.1	YPR137C-A		808947	810269	R	1323
NP_015464.1	MEP3		810984	812453	R	1470
NP_015465.1	LOA1		813156	814058	R	903
NP_015466.1	TAZ1		814391	815536	D	1146
NP_015467.1	KAR3		815734	817923	R	2190
NP_015469.1	RRP15		818323	819075	D	753
NP_015470.1	NOC4		819765	821423	R	1659
NP_015471.1	ASN1		822620	824338	D	1719
NP_001032572.1	YPR145C-A		824690	824926	R	237
NP_015473.1	YPR147C		825645	826559	R	915
NP_015474.1	YPR148C		826833	828140	R	1308
NP_015475.1	NCE102		829918	830439	D	522
NP_015477.1	SUE1		831055	831675	R	621
NP_015478.1	URN1		832061	833458	R	1398
NP_015479.2	YPR153W		833689	834245	D	557
NP_015480.1	PIN3		834565	835212	D	648
NP_015481.1	NCA2		835563	837413	R	1851
NP_015482.1	TPO3		837909	839777	R	1869
NP_015483.1	TDA6		841266	842669	D	1404
NP_015484.1	CUR1		843262	844020	D	759
NP_058193.1	YPR158W-B		844709	849980	D	5272
NP_058194.1	YPR158W-A		844709	846031	D	1323
NP_058195.1	YPR158C-D		850989	856257	R	5269
NP_058196.1	YPR158C-C		854935	856257	R	1323
NP_015485.1	KRE6		857583	859745	D	2163
NP_878184.1	YPR159C-A		860314	860415	R	102
NP_015486.1	GPH1		861306	864014	D	2709
NP_015487.1	SGV1		864449	866422	R	1974
NP_015488.1	ORC4		866715	868304	R	1590
NP_015489.1	TIF3		868645	869955	R	1311
NP_015490.1	MMS1		870703	874926	D	4224
NP_015491.1	RHO1		875368	875997	D	630
NP_015492.1	MRP2		876282	876629	R	348
NP_015493.1	MET16		876847	877632	R	786
NP_015494.1	NUT2		878076	878549	D	474
NP_015495.2	JIP5		878690	880168	D	1479
NP_001106949.1	YPR170W-B		883239	883595	D	357
NP_015497.1	BSP1		883828	885558	D	1731
NP_015498.1	YPR172W		885796	886398	D	603
NP_015499.1	VPS4		886524	887837	R	1314
NP_015500.1	YPR174C		888043	888708	R	666
NP_015501.2	DPB2		888974	891043	D	2070
NP_015502.1	BET2		891101	892078	R	978
NP_015504.1	PRP4		892332	893729	D	1398
NP_015505.1	HDA3		893797	895764	R	1968
NP_015506.1	AOS1		895961	897004	D	1044
NP_015507.1	SEC23		897361	899667	R	2307
NP_015508.1	SMX3		900194	900454	D	261
